index,model,crystal_name,Oxy_site_label,Oxy_site_index,Oxy_vacancy_formation_energy,Oxy_vacancy_formation_energy_pre
1,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O1,8,3.803732819999718,1.9262522459030151
2,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O1,9,3.803732819999718,1.9262522459030151
3,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O1,10,3.803732819999718,1.9262522459030151
4,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O1,11,3.803732819999718,1.9262522459030151
5,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O2,12,3.756670709999876,1.926249384880066
6,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O2,13,3.756670709999876,1.926249384880066
7,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O2,14,3.756670709999876,1.926249384880066
8,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O2,15,3.756670709999876,1.926249384880066
9,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O3,16,3.769753339999976,1.926254153251648
10,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O3,17,3.769753339999976,1.926254153251648
11,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O3,18,3.769753339999976,1.926254153251648
12,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2O3,O3,19,3.769753339999976,1.9262551069259644
13,.\S8_compare_data\cgcnn\split_by_compounds\0\trainloss0.5152906945310293_testmaeloss0.6293857593392154_modeldict.pth,As2Pb3O8,O1,10,2.7753270799997924,3.4574038982391357
