Unnamed: 0,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,Bi,Ag,O,vacancy_formation_energy,Hg,Au,Ge,Al,Pb,Zn,As,Cu,Sb,Mo,Tl,B,Ba,Ca,Pd,Cd,Pt,Ce,Hf,In,Ga,La,Ta,Mg,Si,Sc,Sn,Ti,Y,Zr,Nb,Na,Sr,V,Li,Be,W,Cr,Cs,K,Re,Rb
92,Ba2MgSi2O7,Ba2MgSi2O7_Va_O1,2.9985646666666668,4.947788,4.5151,0.0084102123903491,0.0,0.9899367416728732,0.0016530459367778,-3.3661644154166668,0.0205886209038723,0.0,0.9757877340453196,0.0036236450508078,-1.8030233333333328,-1.309227,16.80915,1.2728355337854822,0.9169463236968978,1.956148810444365,2.857166666666666,2.088947,1.9,1.9994633333333327,1.507667,0.89,1.954080846225262,0.0,0.0,0.2813719260672448,6.671825889999932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2396518939130527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2290093946559476,0.2499667853637547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Ba2MgSi2O7,Ba2MgSi2O7_Va_O2,2.9985646666666668,4.947788,4.5151,0.0084102123903491,0.0,0.9899367416728732,0.0016530459367778,-3.3661644154166668,0.0205886209038723,0.0,0.9757877340453196,0.0036236450508078,-1.8703,-1.3195430000000004,16.520765,1.3374141645380977,0.9283422248323056,1.9245328610825136,2.857166666666666,2.088947,1.9,2.59929,1.735977,0.89,1.6585435562997517,0.0,0.0,0.2941830889530036,6.354059069999844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3997427540585442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419812106881046,0.2640929463003476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Ba2MgSi2O7,Ba2MgSi2O7_Va_O3,2.9985646666666668,4.947788,4.5151,0.0084102123903491,0.0,0.9899367416728732,0.0016530459367778,-3.3661644154166668,0.0205886209038723,0.0,0.9757877340453196,0.0036236450508078,-1.9596866666666664,-1.239795,14.047182,1.4377488112792358,1.0172657193916952,2.106248918227482,2.857166666666666,2.101995,1.9,2.59929,1.71195,0.89,3.463631557818279,0.0,0.0,0.2900863917519054,6.401436499999713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381030941291605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471810514118934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Ba2SiO4,Ba2SiO4_Va_O1,3.629860333333333,12.725552,4.7691,0.7865469697244489,0.0,0.1155661181340127,0.0978869121415393,-3.3619786003571424,0.0262928415942699,0.0,0.971911235789326,0.001795922616404,-2.075203333333333,-1.6207260000000003,15.743039,1.461771284970759,1.1173787737773868,1.8187115337578648,2.804256666666667,3.073977,3.44,-2.075203333333333,-1.5506019999999996,0.89,1.9887997780759203,0.0,0.0,0.2690760904553501,6.5052005399997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4907580648944296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401658446502203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Ba2SiO4,Ba2SiO4_Va_O2,3.629860333333333,12.725552,4.7691,0.7865469697244489,0.0,0.1155661181340127,0.0978869121415393,-3.3619786003571424,0.0262928415942699,0.0,0.971911235789326,0.001795922616404,-2.0998933333333336,-1.588577,15.251933,1.588616279520359,1.1959307293007884,1.7501702673414408,2.804256666666667,3.073977,1.9,2.7302699999999995,1.5869789999999997,0.89,2.051053120435176,0.0,0.0,0.2429937963993515,6.604304899999884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5188516624886736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381545411119749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Ba2SiO4,Ba2SiO4_Va_O3,3.629860333333333,12.725552,4.7691,0.7865469697244489,0.0,0.1155661181340127,0.0978869121415393,-3.3619786003571424,0.0262928415942699,0.0,0.971911235789326,0.001795922616404,-2.0408433333333336,-1.598116,17.249167,1.3217012355336644,1.048047122500033,1.9140223485049568,2.804256666666667,3.061176,3.44,-2.0408433333333336,-1.598116,0.89,1.846281925222772,0.0,0.0,0.2986946375522585,6.422328049999928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4415518745797245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597534878680169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Ba2Ti(SiO4)2,Ba2Ti(SiO4)2_Va_O2,3.428008666666667,12.282995666666665,3.6865,0.90399823223395,0.0,0.0929428902690621,0.0030588774969869,-3.4436276802564096,0.0271210004612824,0.0,0.966633205701956,0.0062457938367611,-2.156306666666667,-1.2032290000000003,14.128267,1.274099579164274,0.7766554740165055,2.2375403435361263,4.000026666666666,2.241788,1.9,2.7472366666666663,1.815714,0.89,2.4245562009163137,0.0,0.0,0.3844565584946453,6.192035470000414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1866686639388597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2455764276571075,0.0,0.0,0.1832983499093873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Ba2Ti(SiO4)2,Ba2Ti(SiO4)2_Va_O3,3.428008666666667,12.282995666666665,3.6865,0.90399823223395,0.0,0.0929428902690621,0.0030588774969869,-3.4436276802564096,0.0271210004612824,0.0,0.966633205701956,0.0062457938367611,-2.088373333333333,-1.2572159999999997,14.312287,1.4645647094760446,1.04454628245263,2.1589977956084723,3.2108633333333336,2.286881,1.9,2.7472366666666663,1.794162,0.89,3.7198170682162255,0.0,0.0,0.313094725506358,6.018592530000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209584967042764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4659467777893656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Ba2Ti(SiO4)2,Ba2Ti(SiO4)2_Va_O4,3.428008666666667,12.282995666666665,3.6865,0.90399823223395,0.0,0.0929428902690621,0.0030588774969869,-3.4436276802564096,0.0271210004612824,0.0,0.966633205701956,0.0062457938367611,-1.8388266666666664,-1.448754,15.786784,1.2203803683897028,0.845906796285365,2.0621438456368,3.2108633333333336,2.241788,1.9,2.7472366666666663,1.794162,0.89,1.721593664037016,0.0,0.0,0.3542386360952171,6.05900371000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3795877761879551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661735877168278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Ba2ZnSi2O7,Ba2ZnSi2O7_Va_O1,3.185074,5.7802283333333335,4.2606,0.0618067365868249,0.0,0.2221233636446396,0.716069899768535,-3.146198448333334,0.0619579610655493,0.0,0.934413960958179,0.003628077976272,-1.84188,-1.3853859999999996,15.432484,1.259442700367548,0.9539393453937284,2.051467590710863,2.8874133333333334,2.734667,1.9,2.002213333333333,1.1921359999999996,0.89,2.3861781925223613,0.0,0.0,0.2878799211263277,5.972790009999594,0.0,0.0,0.0,0.0,0.0,0.2281077801813449,0.0,0.0,0.0,0.0,0.0,0.0,0.232515388889451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514969098028763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
